id,text,label
355,"So tell me, what was your family doing before the war broke out?",Life after removal and during the incarceration
356,"My family, you mean, my father. My father was running a little family vegetable and fruit stand at the time Pearl Harbor was attacked. I was going to high school, my brother was going was going to college and older brother was also in the fruit stand business. I had a younger sister going to school, high school, also. My mother was like other Japanese mothers, working, struggling hard, supporting the family, keeping us fed and clothed. Wonderful, gentle woman.",Life after removal and during the incarceration#Returning of Japanese American after WWII
357,What was life like? Was it hard?,Life after removal and during the incarceration
358,"I think my parents protected us from knowing how really hard it was for us. I recall my mother working from morning to night, taking care of us, making our clothes from hand-me-downs, and actually, I think I thought I was, our family was rather well-off because my parents permitted me to take tap dance and ballet lessons, something that was quite a treat, and something that was rather unusual, I think, among Japanese families at the time. And so, later on, when I found out we could barely make the rent, and yet my parents were permitting me to have these lessons, I felt very privileged and spoiled, and grateful for my parents' consideration of my needs.",Life after removal and during the incarceration
359,Where were they born?,Life after removal and during the incarceration
360,"They came from the prefecture called Kumamoto, which is on the southern island of Kyushu. They were both from the same prefecture. I don't really know what my father's family was doing, I know my mother's family had a tea farm and she often spoke about working on the farm and growing and picking tea leaves.",Life after removal and during the incarceration
361,"Uh-huh. Are we rolling? My mother was a very musical person, and perhaps that's why she encouraged me to, to take lessons, including piano lessons, and dance lessons. She herself played the shamisen, the three-stringed instrument that looked like a banjo. And also, the koto, the thirteen-stringed instrument. She, I think my father, also, although he was not musical, he appreciated, he loved it. He loved to have music in the house. I feel the rest of my brothers and sisters were also quite musical. I had an older sister who sang, played the piano. Another sister who played the piano. My brother, older brother played a violin. So all of us were able to do something in the music line. When we bought the piano, I tell you, the house was so happy. Of course, my family was very Christian so the first compositions played were always hymns, were the hymnals. I think that perhaps I should mention here, at the time that we were removed from our homes, we had to sell the piano for next to nothing, I think it was something like ten dollars, including all the music. It was a heartbreaking experience for us.",Legal challenges#Life after removal and during the incarceration
362,Did you have any aspirations to be a musician or a dancer?,Life after removal and during the incarceration
363,Did you have any aspirations to be a musician or a dancer?,Life after removal and during the incarceration
364,"Yes, I had hoped to be, actually, a tap dancer. But I realized as I got a little older -- I took lessons for about six years, but I realized I couldn't come, I couldn't fulfill the image of, for the American public, of an American tap dancing star. I could never be Betty Grable with long beautiful limbs, blond hair, blue eye. I think I kidded myself to think, ""Well, if I'm good enough as a dancer, all those other physical attributes won't keep me back from becoming famous."" But I think in the back of my head, I knew that this was not the real world for me.",Life after removal and during the incarceration
365,"Now... did, you were in this, you had had a little vegetable stand?",Life after removal and during the incarceration
366,My father ran a small vegetable/fruit stand.,Life after removal and during the incarceration
367,And then what happened? Did you succeed in that?,Life after removal and during the incarceration
368,"Oh, no. My father was definitely not a businessman and he tried several different kinds of small businesses, and always failed in them. The, I think I was told when I was real small -- I never followed up on it because I didn't have that much communication with my father and mother -- but my older sister told me that he once started up a tofu factory, I think this was in Sacramento. Then I know that he did, and I have seen him managing hotels, both in Sacramento, which we left in 1933, and in Los Angeles, where we moved to in 1933.",Life after removal and during the incarceration#Pre-war background to the incarceration
369,Where were you born?,Life after removal and during the incarceration
370,"I was born in Sacramento, California, seventy years ago.",Life after removal and during the incarceration#Pre-war background to the incarceration
371,Do you remember what you were doing when you heard about the attack on Pearl Harbor?,Life after removal and during the incarceration
372,"When the attack on Pearl Harbor occurred, I was at a party of my high school friends, and it was, we were just shocked. It was hard to believe that this had happened. Of course, at the mom-, at that time, we didn't know how it would actually affect us, but we knew it would be affecting us in some way. The party broke up, we all went home. And I think our parents took it much harder because, as you know, as most -- perhaps a lot of people don't know -- that persons of Japanese ancestry who were immigrants were not permitted to become American citizens at that time, in 1942. This didn't change until 1952, ten years later, when they were finally permitted to become American citizens. My father and mother had been here a number of years, but by law, they were, could not become naturalized citizens. So, of course, we were concerned as to what would happen to the immigrant parents who were considered aliens. And of course, as soon as the war broke out, they were considered ""enemy aliens."" If the immigrant was from either Japan, Italy, or Germany. He automatically -- he or she -- automatically became an enemy alien. We did not think -- at least I didn't, and I think many of us who were second-generation Japanese, Nisei -- didn't think much about what would be happening to us. We were concerned about our parents. We thought we were American citizens, therefore we were protected. We were protected by the Constitution to continue to have the freedom, the liberty that we, all Americans have a right to. I didn't know directly what happened to many of the older Japanese men who were apparently picked up by the FBI agents and immediately, following the war, placed in jails. My father was not one of these who was picked up because he was not a community leader. He was not a teacher of Japanese language schools, he was not a Buddhist priest, he was a little, a small businessman. And so we were spared the shock that many families went through when their fathers were abruptly taken away from their homes and jailed, simply for being an ""enemy alien,"" not for any crimes that they had committed. So when we -- yes?",Life after removal and during the incarceration
