id,text,label
73,"So today is Tuesday, July 7, 2009, and we're in Torrance, California, at the Holiday Inn in a hotel suite. And on camera we have Dana Hoshide, and the interviewer, I'm Tom Ikeda. And so, Aiko, I'm going to just start at the very beginning. Can you tell me when you were born?",Life after removal and during the incarceration#Pre-war background to the incarceration
74,"I was born August 5, 1924, in Sacramento, California.",Life after removal and during the incarceration
75,"And were you born in a health facility or with a midwife, do you know?",Life after removal and during the incarceration
76,"I believe it was a midwife, because my birth certificate says midwife -- I think it's a midwife -- Ai Miyazaki. So I didn't see a doctor's name.",Pre-war background to the incarceration
77,"Okay, good. And when you were born, what was the name given to you at birth?",Pre-war background to the incarceration
78,Aiko Yoshinaga.,Pre-war background to the incarceration
79,Any middle names or anything like that?,Pre-war background to the incarceration
80,"No, not at that time.",Pre-war background to the incarceration
81,"Good. Before we talk about your father and mother, can you tell me your siblings kind of in birth order so we can have that?",Pre-war background to the incarceration
82,"Yes. I had a couple of half sisters who I never met, because they passed away before I was born. But I had, the chonan, the oldest brother, was Frank Nobukazu, and then two sisters, Aya, next sister Ei, E-I. She didn't have an ""Eiko,"" it was just ""Ei.""",Pre-war background to the incarceration
83,"And generally between Frank and Aya, Ei, Johnny, what was the age difference between everyone?",Pre-war background to the incarceration
84,"Oh, it was quite a bit. I think I remember figuring out the difference in age between my youngest sister and my oldest brother was, like, twenty-four years. So it was, the space between my second sister and Johnny was bigger because that's the time my father brought the oldest three siblings from Japan. They had been separated for several years, and then my brother was born after my mother and the rest of the family came to California.",Pre-war background to the incarceration
85,So let's talk about your father next. Can you tell me his name and where in Japan he was from?,Pre-war background to the incarceration
86,"His name was Sanji Yoshinaga, and he was born in Kumamoto.",Pre-war background to the incarceration
87,"And do you know anything about his family, what they did?",Pre-war background to the incarceration
88,"I think he was the second son, which meant that he would not inherit anything. And he was always scholarly. He wanted to pursue education. Apparently he was a math teacher in Japan, but... and I'm not sure when he converted or if the whole family had been Christians, but he came, actually, as I understand it from my older sister, he came to try to become a Christian minister here. So he wanted to go to a seminary, but, for I don't know what reason, economic or what, he was never able to do that. But he became active in the Christian church, especially at that time, the Baptist church. He was always reading and seeking spiritual information.",Pre-war background to the incarceration
89,"Oh, that's interesting. You mentioned, sort of, half sisters. So was your father married in Japan and had children?",Pre-war background to the incarceration
90,"He was married in Japan, and then his, that wife passed away, then he married my mother after the other wife passed away.",Pre-war background to the incarceration
91,"Your mother, what was her name and where was she from?",Pre-war background to the incarceration
92,"Oh, she had an unusual name. During those days, even women were given men's name, maybe in anticipation by the parents that a boy would be born. Her name was Shigeru Kinuwaki. And my mother was very happy to be able to say, ""I come from a line of samurai retainers."" There was a well-known daimyo in Kumamoto called Hosokawa, and apparently, my mother's grandfather was a retainer for the Hosokawa daimyo. And I know that to be a fact because when I visited Japan, oh, 1992, I think, I went to the gravesite of that Kinuwaki family, and the gravestones had the Hosokawa crest, the mon. So apparently, that was not one of the stories a lot of people like to say, ""We come from a samurai warrior clan,"" but in my mother's case, it apparently was true.",Pre-war background to the incarceration
93,"Well, and so how did your mother and father meet?",Pre-war background to the incarceration
94,"I never knew that. I asked my father one time, and he said, ""I called over the mountain and she came."" [Laughs] That's the only thing I know. And it was, my mother apparently had been married before. And it was probably hard for a woman who had been married once before to be remarried. But it was interesting that when I was divorced, my mother chastised me for bringing embarrassment to the family. And then, many years later, I found out she too had been married before. So I confronted my mother, who was a sweet, gentle soul, one of the sweetest women I ever knew. And I said, ""How come you got on my case for having been divorced?"" And as little Japanese as I understood, I was able to understand this much from her. She said, ""Well, in those days, way back in the end of the 19th century, we didn't have things called divorce. So my then-husband didn't get along with my mother. And so he just walked off into the sunset and I never saw him again. That's the same as a divorce, but we didn't have to go through this messy court stuff. So it's not the same as you divorcing."" [Laughs] ""Okay, okay, Mom, I got it."" That was so funny.",Pre-war background to the incarceration
95,"I never knew that. I asked my father one time, and he said, ""I called over the mountain and she came."" [Laughs] That's the only thing I know. And it was, my mother apparently had been married before. And it was probably hard for a woman who had been married once before to be remarried. But it was interesting that when I was divorced, my mother chastised me for bringing embarrassment to the family. And then, many years later, I found out she too had been married before. So I confronted my mother, who was a sweet, gentle soul, one of the sweetest women I ever knew. And I said, ""How come you got on my case for having been divorced?"" And as little Japanese as I understood, I was able to understand this much from her. She said, ""Well, in those days, way back in the end of the 19th century, we didn't have things called divorce. So my then-husband didn't get along with my mother. And so he just walked off into the sunset and I never saw him again. That's the same as a divorce, but we didn't have to go through this messy court stuff. So it's not the same as you divorcing."" [Laughs] ""Okay, okay, Mom, I got it."" That was so funny.",Pre-war background to the incarceration
96,"That's interesting that you didn't know, and I'm guessing the community didn't know that she had a previous husband?",Pre-war background to the incarceration
97,"That's interesting that you didn't know, and I'm guessing the community didn't know that she had a previous husband?",Pre-war background to the incarceration
98,"I think they didn't. I don't think anybody did. 'Cause apparently, that marriage didn't last very long. There were no children. And I guess my mother's mother was pretty tough. It was a yoshi case, what is it, when a man comes and marries into the woman's family instead of vice-versa and takes the family name, that woman's family name and drops his own last name, right?",Pre-war background to the incarceration
99,"I think they didn't. I don't think anybody did. 'Cause apparently, that marriage didn't last very long. There were no children. And I guess my mother's mother was pretty tough. It was a yoshi case, what is it, when a man comes and marries into the woman's family instead of vice-versa and takes the family name, that woman's family name and drops his own last name, right?",Pre-war background to the incarceration
100,"Right, and that was the second husband or the first husband that was yoshi?",Pre-war background to the incarceration
101,"Right, and that was the second husband or the first husband that was yoshi?",Pre-war background to the incarceration
102,My mother's first husband.,Pre-war background to the incarceration
103,"And what was... oh, that's right. Going back to your mother's family, what kind of work did her family do?",Pre-war background to the incarceration
104,"I think they had a tea farm. I don't know what my father's side was doing, but I recall my mother said something about having a tea farm. She loved working with the earth, 'cause I know she liked growing things when we were living in Los Angeles.",Pre-war background to the incarceration
105,"Okay. So this is interesting. So your father had three children, and he's recently married to your mother. And at that point, they decide to come to the United States?",Pre-war background to the incarceration
106,"My father came first, I guess trying to find out what the land was like and what the possibilities were like. And I'm not sure how long he was here before he came back, went back to Japan to bring my mother and the three, my three siblings over. So it was the turn of the century, like 1905 or something like that.",Pre-war background to the incarceration
107,"And do you know what he found in America, where he settled?",Pre-war background to the incarceration
