id,text,label
2185,"Well from, from writing his book and being his friend, why was Mike Masaoka and the JACL the best people to lead Japanese America at the time of the war?",Returning of Japanese American after WWII
2186,"Who else was there? There was no one else. JACL has been accused of seizing power. There was no power to seize. The Issei community had fought the JACL over the years, suddenly there was no Issei leadership. The entire Japanese American community was without leadership. And I don't think the JACL really wanted all that responsibility, but they saw a vacuum that somehow had to be filled. And the federal officials gravitated toward JACL because they saw no one else.",Returning of Japanese American after WWII
2187,"Who else was there? There was no one else. JACL has been accused of seizing power. There was no power to seize. The Issei community had fought the JACL over the years, suddenly there was no Issei leadership. The entire Japanese American community was without leadership. And I don't think the JACL really wanted all that responsibility, but they saw a vacuum that somehow had to be filled. And the federal officials gravitated toward JACL because they saw no one else.",Returning of Japanese American after WWII
2188,"But Jimmy Sakamoto, Ken Matsumoto, were all very proud of the fact that they helped give the names of Issei leaders to the FBI, in effect informing on the Issei leadership.",Returning of Japanese American after WWII
2189,"I don't know about Matsumoto. I think Jimmy was the kind of fellow who, when asked about so-and-so would say, ""Yes, I know the man, and this is what I think of him."" He was very direct. There were, there were very difficult questions. You might say, ""Do you know Mr. Yamada?"" And Jimmy or someone else might say, ""Yes indeed, I know Mr. Yamada. I think he's a good man, he's good to his family, he's good to the community. And he's been in this country a long time, and he would not hurt the United States."" And then the question might be: ""But what if the Japanese landed this espionage team here? Would Mr. Yamada -- and they came to Mr. Yamada's home. Would he pick up the phone and call the FBI? Or might he give his people shelter overnight and say, 'Get out, you're going to cause me trouble'?"" Those were variations of what might be considered loyal or disloyal.",Returning of Japanese American after WWII
2190,Do you think it was a mistake even to give that kind of information to the FBI?,Returning of Japanese American after WWII
2191,Do you think it was a mistake even to give that kind of information to the FBI?,Returning of Japanese American after WWII
2192,"I'm sorry, I didn't get the question.",Returning of Japanese American after WWII
2193,Was it still a mistake to give that kind of information to the FBI?,Returning of Japanese American after WWII
2194,I don't know. This is a hypothetical situation. I don't know that it was ever asked.,Legal challenges#Returning of Japanese American after WWII
2195,"Why did they, why did they do that? Why did the JACL do that?",Returning of Japanese American after WWII
2196,"What choice did you have? When you're faced with a young guy with a gun pointed at you, and he's got a very nervous trigger finger, and they say, ""This is what you guys are going to do,"" you don't say, ""Now wait a minute, I'm going to stand on my constitutional rights."" That's a very difficult situation, and Masaoka and the others were aware of the constitutional implications. As I said at the luncheon today, there are times to hold, hold your cards and there are times when you have to fold your cards. I think Masaoka felt that he had to fold his cards at that time.",Returning of Japanese American after WWII
2197,"What choice did you have? When you're faced with a young guy with a gun pointed at you, and he's got a very nervous trigger finger, and they say, ""This is what you guys are going to do,"" you don't say, ""Now wait a minute, I'm going to stand on my constitutional rights."" That's a very difficult situation, and Masaoka and the others were aware of the constitutional implications. As I said at the luncheon today, there are times to hold, hold your cards and there are times when you have to fold your cards. I think Masaoka felt that he had to fold his cards at that time.",Returning of Japanese American after WWII
2198,"Were you ever faced with a soldier with a gun, an itchy finger? Was Mike ever faced with a gun -- a soldier with a gun? I mean...",Returning of Japanese American after WWII
2199,"Were you ever faced with a soldier with a gun, an itchy finger? Was Mike ever faced with a gun -- a soldier with a gun? I mean...",Returning of Japanese American after WWII
2200,"Well, that's a metaphor. I did face people with guns, yes. There were guys with guns that escorted me into the assembly center at Puyallup. But who was it? Bendetsen, in his speech at the Commonwealth Club in San Francisco, said, ""We had two plans: one was the plan we executed. The other plan was to get these people out of here on twenty-four hours' notice.""",Returning of Japanese American after WWII
2201,"Well, that's a metaphor. I did face people with guns, yes. There were guys with guns that escorted me into the assembly center at Puyallup. But who was it? Bendetsen, in his speech at the Commonwealth Club in San Francisco, said, ""We had two plans: one was the plan we executed. The other plan was to get these people out of here on twenty-four hours' notice.""",Returning of Japanese American after WWII
2202,"That's what Mike always said, but Bendetsen's speech only says that we were prepared to begin evacuation of the West Coast within twenty-four --",Returning of Japanese American after WWII
2203,"We checked, and again, Mike talked about the army contingency plan. But we checked, and the army only had forty-nine tanks at the time. And general George C. Marshall said they had 174,000 men in the army at the time. To evacuate 120,000 Japanese Americans? I mean, it wasn't, it was not possible for the army to evacuate us all in twenty-four hours. And yet that's the argument --",Returning of Japanese American after WWII
2204,"How did we know? How did we know? They said, ""We're gonna move you out,"" who were we to say, ""You only got forty-nine tanks, try it.""",Returning of Japanese American after WWII
2205,"How did we know? How did we know? They said, ""We're gonna move you out,"" who were we to say, ""You only got forty-nine tanks, try it.""",Returning of Japanese American after WWII
2206,You didn't know. Couldn't have known.,Returning of Japanese American after WWII
2207,"Mike and the JACL, Mike argued against test cases. And he argued so strongly against test cases. Why did he do that?",Returning of Japanese American after WWII
2208,"Well, I think that was brought out today by Cressy. What Mike felt was that a test case would drag on over long period of time, the evacuation would have been long over before you got any kind of hearing. In a case like this it might take years for any kind of disposition through the, through the judicial system. I never talked to Mike about this particular thing but I think that he felt that the time to come, to fight would come later.",Returning of Japanese American after WWII
2209,"But even, even Mr. Yasui, Min Yasui argued that, and said that, ""Tyranny, we cannot accept tyranny without resisting."" Why did Mike challenge that so strongly?",Returning of Japanese American after WWII
2210,I don't know.,Returning of Japanese American after WWII
2211,"Why did Min Yasui turn so suddenly from his position that tyranny without resisting is wrong, to suddenly telling the Heart Mountain resisters that they better cooperate or the army would get people with 2 x 4s in prison?",Returning of Japanese American after WWII
2212,"I don't know that he said that, but I do know that he did go to the jail in Cheyenne and tried to persuade the young men who were incarcerated there, tried to persuade them to, ""Obey the law, obey the law of the land, obey the selective service law, and fight your case later."" He was of the opinion that the men who resisted the draft had a strong moral case but no legal case.",Returning of Japanese American after WWII
2213,Do I say that in so many words?,Returning of Japanese American after WWII
2214,"I think Mike says that. Or at least, if not in the autobiography, then at least in all of Mike's statements, that good publicity is more important than good law. And the 442 was a, was a publicity measure.",Returning of Japanese American after WWII
2215,"Well, if he didn't say it, then, as a principle, it certainly was his guiding principle. And that certainly was his strategy. Why was that a good strategy?",Returning of Japanese American after WWII
2216,"Well, let's say it worked, did it not? When you look around today and see where the Japanese Americans are in this society today, and it's interesting to contemplate where we would be today if 115,000 of us in 19', early 1942 said, ""Screw you, government, we're going to stand by our rights and shoot us down if you will."" That would have been a very difficult time. And you have to have gone through the experience of that time to realize, to understand the hostility that we faced overnight. Suddenly we were the enemy. There were cases where a Issei fellow had a grocery store twenty years in the same corner, people had been coming in, they say, ""Hey, we've done business with Joe Yamada here for twenty years. He's a nice guy, we think he's okay, but who knows? He might have been spying for the emperor here for twenty years. Blood is thicker than water. You can't trust these slant-eyed Japs."" And that was the tenor of the times. In Seattle, there were about twenty young Nisei girls, eighteen, nineteen, twenty years old, working as secretaries in grade school offices, offices of the principal. They were fired because the president of the city PTA said, ""These are the girls who will be answering the phone when the warning comes that the Japanese are going to bomb Seattle. Do you think that they will spread the alarm? No. There's a good chance that they will conceal that information. And for the safety of children, we've got to get rid of these girls.""",Returning of Japanese American after WWII
2217,"Well, let's say it worked, did it not? When you look around today and see where the Japanese Americans are in this society today, and it's interesting to contemplate where we would be today if 115,000 of us in 19', early 1942 said, ""Screw you, government, we're going to stand by our rights and shoot us down if you will."" That would have been a very difficult time. And you have to have gone through the experience of that time to realize, to understand the hostility that we faced overnight. Suddenly we were the enemy. There were cases where a Issei fellow had a grocery store twenty years in the same corner, people had been coming in, they say, ""Hey, we've done business with Joe Yamada here for twenty years. He's a nice guy, we think he's okay, but who knows? He might have been spying for the emperor here for twenty years. Blood is thicker than water. You can't trust these slant-eyed Japs."" And that was the tenor of the times. In Seattle, there were about twenty young Nisei girls, eighteen, nineteen, twenty years old, working as secretaries in grade school offices, offices of the principal. They were fired because the president of the city PTA said, ""These are the girls who will be answering the phone when the warning comes that the Japanese are going to bomb Seattle. Do you think that they will spread the alarm? No. There's a good chance that they will conceal that information. And for the safety of children, we've got to get rid of these girls.""",Government’s decision to remove ethnic Japanese#Returning of Japanese American after WWII
